paid_enroll,prv_wk_nbr,prv_wk_min,message,binge,complete
0,7,429,1,1,1
1,5,241,1,1,1
0,3,410,1,1,1
0,5,384,1,1,1
1,4,406,1,1,1
1,2,473,1,1,1
0,3,402,1,1,1
1,4,358,1,1,1
0,4,300,1,1,1
0,5,244,1,1,1
0,1,366,1,1,1
0,5,188,1,1,1
1,4,186,1,1,1
1,3,469,1,1,1
0,4,271,1,1,1
1,3,159,1,1,1
0,2,383,1,1,1
1,3,281,1,1,1
1,4,411,1,1,1
1,5,161,1,1,1
0,3,344,1,1,1
1,4,400,1,1,1
0,1,309,1,1,1
0,3,263,1,1,1
1,3,427,1,1,1
1,4,244,1,1,1
0,5,304,1,1,1
0,2,267,1,1,1
0,4,376,1,1,1
0,5,255,1,1,1
0,5,163,1,1,1
1,3,259,1,1,1
0,2,247,1,1,1
1,4,308,1,1,1
1,5,413,1,1,1
1,2,356,1,1,1
1,2,249,1,1,1
1,5,280,1,1,1
0,2,338,1,1,1
1,3,148,1,1,1
0,4,171,1,1,1
1,5,104,1,1,1
0,3,213,1,1,1
1,3,170,1,1,1
0,3,305,1,1,1
1,4,352,1,1,1
1,3,431,1,1,1
1,7,348,1,1,1
0,3,332,1,1,1
1,3,238,1,1,1
0,2,296,1,1,1
0,3,367,1,1,1
1,4,301,1,1,1
0,4,97,1,1,0
1,4,377,1,1,1
1,3,309,1,1,1
1,5,351,1,1,1
0,3,333,1,1,1
0,4,95,1,1,0
1,2,460,1,1,1
0,5,410,1,1,1
0,4,386,1,1,1
1,7,443,1,1,1
1,3,47,1,1,1
1,5,106,1,1,1
1,3,73,1,1,0
1,3,184,1,1,1
1,4,50,1,0,0
0,5,413,1,1,1
0,4,30,1,0,0
1,3,182,1,1,1
1,3,91,1,1,1
0,3,106,1,1,1
1,3,393,1,1,1
1,3,110,1,1,0
1,5,440,1,1,1
1,3,389,1,1,1
1,5,278,1,1,1
1,4,285,1,1,1
1,1,328,1,1,1
1,5,217,1,1,1
0,2,426,1,1,1
1,3,31,1,0,0
1,7,388,1,1,1
1,2,424,1,1,1
1,7,434,1,1,1
0,4,320,1,1,1
1,5,302,1,1,1
1,3,377,1,1,1
1,3,309,1,1,1
1,5,425,1,1,1
0,3,254,1,1,1
1,3,21,1,1,0
1,1,91,1,1,1
1,4,137,1,1,1
1,4,197,1,1,1
1,5,163,1,1,1
0,4,265,1,1,1
1,3,12,1,1,0
1,5,173,1,1,1
1,5,323,1,1,1
1,2,185,1,1,1
0,3,384,1,1,1
1,4,47,1,1,1
0,4,438,1,1,1
0,2,15,1,0,0
1,4,259,1,1,1
1,5,189,1,1,1
1,3,110,1,1,1
1,2,107,1,1,1
1,2,192,1,1,1
0,3,291,1,1,1
1,5,365,1,1,1
0,5,205,1,1,1
0,3,143,1,1,1
1,3,426,1,1,1
0,4,107,1,1,1
1,5,233,1,1,1
0,3,264,1,1,1
0,5,248,1,1,1
0,1,82,1,1,1
0,3,225,1,1,1
0,7,172,1,1,1
1,3,359,1,1,1
1,2,255,1,1,1
1,5,103,1,1,1
1,4,358,1,1,1
0,5,402,1,1,1
1,4,223,1,1,1
0,5,232,1,1,1
1,5,438,1,1,1
1,2,225,1,1,1
0,3,15,1,0,0
0,5,411,1,1,1
1,3,367,1,1,1
0,2,241,1,1,1
1,3,13,1,1,1
1,3,431,1,1,1
0,5,156,1,1,1
0,4,63,1,1,0
0,3,133,1,1,0
1,3,70,1,1,0
0,3,403,1,1,1
1,2,467,1,1,1
0,5,245,1,1,1
1,5,187,1,1,1
1,3,369,1,1,1
1,4,137,1,1,1
1,3,304,1,1,1
1,7,470,1,0,1
1,5,268,1,1,1
0,4,321,1,1,1
1,4,149,1,1,1
1,5,212,1,1,1
0,3,63,1,1,1
1,2,344,1,1,1
0,4,160,1,1,1
0,4,313,1,1,1
1,3,398,1,1,1
0,3,292,1,1,1
0,4,103,1,1,0
1,3,40,1,1,0
1,2,205,1,1,1
0,4,78,1,1,0
0,5,461,1,1,1
1,2,219,1,1,1
0,5,155,1,1,1
1,4,197,1,1,1
1,5,394,1,1,1
1,4,71,1,1,0
1,5,23,1,0,0
1,2,176,1,1,1
1,5,339,1,1,1
1,1,211,1,1,1
0,2,128,1,1,1
1,4,150,1,1,1
0,2,69,1,0,1
0,3,272,1,1,1
0,5,130,1,1,1
1,4,294,1,1,1
1,3,208,1,1,1
0,3,28,1,1,0
1,4,353,1,1,1
1,3,73,1,1,0
0,2,472,1,1,1
0,4,419,1,1,1
0,3,240,1,1,1
1,4,477,1,0,
0,3,397,1,1,1
1,2,107,1,1,1
0,3,452,1,1,1
1,5,303,1,1,1
1,2,398,1,1,1
0,4,249,1,1,1
1,2,441,1,1,1
0,7,317,1,1,1
1,3,309,1,1,1
1,1,232,1,1,1
1,5,397,1,1,1
1,2,417,1,1,1
1,5,388,1,1,1
0,7,217,1,1,1
0,3,108,1,1,1
0,5,31,1,1,0
0,7,253,1,1,1
1,3,326,1,1,1
0,2,162,1,1,1
1,7,325,1,1,1
0,4,318,1,1,1
1,7,363,1,1,1
1,2,207,1,1,1
1,3,409,1,1,1
1,3,165,1,1,1
1,3,92,1,1,1
1,2,466,1,1,1
0,3,383,1,1,1
1,4,394,1,1,1
0,2,276,1,1,1
1,2,330,1,1,1
0,1,398,1,1,1
1,3,414,1,1,1
1,2,278,1,1,1
1,2,17,1,0,0
1,7,379,1,1,1
1,3,443,1,1,1
0,3,103,1,1,1
1,3,60,1,1,0
0,5,397,1,1,1
1,5,476,1,0,
1,5,328,1,1,1
1,3,122,1,1,1
0,5,191,1,1,1
1,4,87,1,1,0
1,4,87,1,1,1
1,2,451,1,1,1
1,2,191,1,1,1
1,3,414,1,1,1
0,3,282,1,1,1
1,5,62,1,1,1
0,4,443,1,1,1
0,2,478,1,1,1
0,4,392,1,1,1
0,1,470,1,1,1
0,2,478,1,1,1
1,4,289,1,1,1
1,2,379,1,1,1
1,2,355,1,1,1
0,5,291,1,1,1
0,4,29,1,0,0
0,2,446,1,1,1
0,1,57,1,0,0
0,2,209,1,1,1
1,2,61,1,0,1
0,4,298,1,1,1
0,3,166,1,1,1
1,1,258,1,1,1
1,1,116,1,1,1
0,3,96,1,1,1
1,3,307,1,1,1
0,5,56,1,1,1
0,5,100,1,0,1
0,1,185,1,1,1
1,3,29,1,0,0
1,3,91,1,1,1
1,5,395,1,1,1
1,4,441,1,1,1
1,4,148,1,1,1
0,4,280,1,1,1
0,4,184,1,1,1
1,5,316,1,1,1
1,2,336,1,1,1
0,3,448,1,1,1
1,3,272,1,1,1
0,3,454,1,1,1
1,4,426,1,1,1
0,1,64,1,1,0
1,4,474,1,0,1
1,2,190,1,1,1
1,3,56,1,0,1
1,4,277,1,1,1
1,2,387,1,1,1
1,3,408,1,1,1
0,5,350,1,1,1
0,5,202,1,1,1
1,4,53,1,0,1
1,7,336,1,1,1
1,4,24,1,1,0
1,5,101,1,1,1
1,4,58,1,1,0
0,3,90,1,1,0
0,2,310,1,1,1
1,2,438,1,1,1
0,3,215,1,1,1
1,4,231,1,1,1
1,4,469,1,1,1
1,2,227,1,1,1
1,7,415,1,1,1
1,7,45,1,1,0
1,5,452,1,1,1
1,5,13,1,0,0
0,4,234,1,1,1
0,5,24,1,0,0
1,2,153,1,1,1
1,3,77,1,1,0
0,4,275,1,1,1
1,5,468,1,1,1
1,3,117,1,1,1
1,4,178,1,1,1
0,3,440,1,1,1
0,4,268,1,1,1
0,4,25,1,0,0
1,1,232,1,1,1
1,2,234,1,1,1
1,4,89,1,1,0
0,5,141,1,1,1
0,3,421,1,1,1
0,3,357,1,1,1
0,2,223,1,1,1
1,3,185,1,1,1
0,5,463,1,1,1
1,3,137,1,1,1
1,4,354,1,1,1
1,5,427,1,1,1
0,5,299,1,1,1
0,2,411,1,1,1
1,2,298,1,1,1
0,5,81,1,1,1
0,5,158,1,1,1
0,5,167,1,1,1
0,3,404,1,1,1
1,4,88,1,1,0
0,4,47,1,1,0
1,4,269,1,1,1
1,3,21,1,1,0
0,3,101,1,1,1
1,4,254,1,1,1
1,3,374,1,1,1
1,1,416,1,1,1
0,5,199,1,1,1
0,4,203,1,1,1
1,7,408,1,1,1
0,2,350,1,1,1
0,5,369,1,1,1
0,7,295,1,1,1
1,2,256,1,1,1
1,3,198,1,1,1
1,3,417,1,1,1
1,5,71,1,1,1
1,4,323,1,1,1
1,3,256,1,1,1
1,3,463,1,1,1
0,4,112,1,1,1
1,5,148,1,1,1
1,5,265,1,1,1
0,3,91,1,1,1
0,5,417,1,1,1
1,3,426,1,1,1
1,2,237,1,1,1
0,2,111,1,1,1
0,5,418,1,1,1
0,1,469,1,1,1
0,3,116,1,1,1
1,2,442,1,1,1
1,2,235,1,1,1
0,4,275,1,1,1
1,1,267,1,1,1
1,1,176,1,1,1
1,4,40,1,1,0
1,1,67,1,1,1
1,3,88,1,1,1
0,5,261,1,1,1
0,2,120,1,1,1
0,4,315,1,1,1
1,3,143,1,1,1
1,4,308,1,1,1
1,2,155,1,1,1
0,2,120,1,1,1
1,3,280,1,1,1
1,3,70,1,0,1
1,5,417,1,1,1
0,4,291,1,1,1
1,2,412,1,1,1
0,7,386,1,1,1
1,5,147,1,1,1
0,4,94,1,1,1
0,2,335,1,1,1
1,3,206,1,1,1
1,3,30,1,1,0
1,2,291,1,1,1
0,5,372,1,1,1
0,5,161,1,1,1
1,3,392,1,1,1
0,3,151,1,1,1
0,1,306,1,1,1
1,2,291,1,1,1
0,3,274,1,1,1
0,5,399,1,1,1
1,4,211,1,1,1
0,5,299,1,1,1
0,4,48,1,1,0
1,7,284,1,1,1
1,3,36,1,1,1
1,4,468,1,1,1
1,1,263,1,1,1
1,5,232,1,1,1
1,4,216,1,1,1
0,4,406,1,1,1
0,2,337,1,1,1
1,3,227,1,1,1
1,5,426,1,1,1
1,2,457,1,1,1
1,5,255,1,1,1
1,4,112,1,1,1
1,4,101,1,1,1
0,4,365,1,1,1
1,5,15,1,0,0
1,3,144,1,1,1
0,3,336,1,1,1
0,2,377,1,1,1
0,3,180,1,1,1
1,4,436,1,1,1
1,5,476,1,0,
1,5,422,1,1,1
0,2,328,1,1,1
0,2,19,1,1,0
1,3,38,1,1,0
0,5,440,1,1,1
0,3,480,1,0,1
1,4,44,1,1,0
0,4,74,1,0,1
0,4,443,1,1,1
1,3,18,1,1,0
1,1,225,1,1,1
1,4,430,1,1,1
1,2,149,1,1,0
0,2,348,1,1,1
1,4,238,1,1,1
0,3,26,1,1,1
1,2,376,1,1,1
1,4,363,1,1,1
1,3,336,1,1,1
1,3,202,1,1,1
0,3,265,1,1,1
0,2,448,1,1,1
1,4,30,1,0,0
1,5,441,1,1,1
0,4,117,1,1,1
0,5,100,1,1,1
1,3,96,1,1,1
0,4,186,1,1,1
1,2,341,1,1,1
0,4,193,1,1,1
1,7,279,1,1,1
1,4,202,1,1,1
0,4,128,1,1,1
1,4,398,1,1,1
1,2,252,1,1,1
1,2,412,1,1,1
1,2,58,1,1,0
1,3,343,1,1,1
1,2,77,1,0,1
1,3,249,1,1,1
0,5,39,1,1,0
0,4,348,1,1,1
1,5,317,1,1,1
1,4,149,1,1,1
1,1,151,1,1,1
0,3,145,1,1,1
1,4,34,1,1,1
0,3,233,1,1,1
1,4,64,1,1,0
0,5,195,1,1,1
0,3,418,1,1,1
0,5,236,1,1,1
1,2,478,1,0,1
0,5,305,1,1,1
1,2,226,1,1,1
1,4,16,1,0,0
1,3,170,1,1,1
0,2,66,1,1,1
1,5,212,1,1,1
1,2,64,1,1,0
1,5,465,1,1,1
1,7,437,1,1,1
0,2,257,1,1,1
0,5,379,1,1,1
1,4,253,1,1,1
0,2,394,1,1,1
1,3,369,1,1,1
1,5,45,1,1,1
1,2,344,1,1,1
0,3,460,1,1,1
1,4,463,1,1,1
1,3,305,1,1,1
1,3,49,1,1,1
0,5,30,1,1,0
1,4,199,1,1,1
0,3,255,1,1,1
1,5,147,1,1,1
1,4,33,1,1,0
1,5,31,1,0,0
1,5,129,1,1,1
1,7,434,1,1,1
1,2,61,1,1,1
0,5,174,1,1,1
0,3,27,1,1,0
0,3,244,1,1,1
0,2,88,1,1,0
1,2,435,1,1,1
1,4,236,1,1,1
1,5,277,1,1,1
1,4,356,1,1,1
0,5,250,1,1,1
1,2,169,1,1,1
1,3,223,1,1,1
1,4,329,1,1,1
1,4,140,1,1,1
0,4,309,1,1,1
1,2,446,1,1,1
1,3,302,1,1,1
0,2,311,1,1,1
1,2,83,1,1,1
1,3,187,1,1,1
0,3,113,1,1,1
0,2,285,1,1,1
1,2,330,1,1,1
1,2,174,1,1,1
1,7,444,1,1,1
1,3,423,1,1,1
0,5,341,1,1,1
1,4,375,1,1,1
1,5,245,1,1,1
1,4,262,1,1,1
0,5,73,1,1,1
0,1,453,1,1,1
0,5,118,1,1,1
1,3,359,1,1,1
1,7,179,1,1,1
0,3,249,1,1,1
1,4,414,1,1,1
0,3,271,1,1,1
0,3,148,1,1,1
1,5,323,1,1,1
0,4,180,1,1,1
1,5,195,1,1,1
0,5,248,1,1,1
1,2,461,1,1,1
1,3,193,1,1,1
1,5,466,1,1,1
0,2,110,1,0,1
1,5,368,1,1,1
1,4,70,1,1,1
0,2,16,1,0,0
1,2,454,1,1,1
1,2,266,1,1,1
1,4,433,1,1,1
0,2,461,1,1,1
0,4,242,1,1,1
0,4,336,1,1,1
0,3,69,1,1,1
0,5,116,1,1,1
1,3,321,1,1,1
0,4,247,1,1,1
1,3,237,1,1,1
0,4,289,1,1,1
1,3,98,1,1,0
1,5,334,1,1,1
0,2,279,1,1,1
1,2,261,1,1,1
0,2,75,1,1,0
1,2,314,1,1,1
1,4,146,1,1,1
1,3,470,1,1,1
1,7,21,1,0,0
0,1,420,1,1,1
1,3,177,1,1,1
1,2,139,1,1,1
1,3,247,1,1,1
0,4,166,1,1,1
1,5,221,1,1,1
1,3,374,1,1,1
0,1,167,1,1,1
0,3,259,1,1,1
0,2,70,1,0,1
0,7,252,1,1,1
1,5,347,1,1,1
1,5,292,1,1,1
0,5,444,1,1,1
1,2,402,1,1,1
0,3,454,1,1,1
0,5,99,1,1,1
0,3,208,1,1,1
1,2,442,1,1,1
1,4,194,1,1,1
0,4,31,1,1,0
1,3,275,1,1,1
1,2,40,1,1,0
0,5,70,1,1,0
1,4,175,1,1,1
0,4,145,1,1,1
0,2,385,1,1,1
0,4,12,1,0,0
0,5,91,1,1,1
0,2,423,1,1,1
1,5,83,1,0,1
0,2,297,1,1,1
0,5,218,1,1,1
1,4,303,1,1,1
0,4,218,1,1,1
1,1,106,1,1,0
1,5,182,1,1,1
0,7,129,1,1,1
0,5,193,1,1,1
0,3,419,1,1,1
0,1,323,1,1,1
1,2,362,1,1,1
1,5,117,1,1,1
1,5,142,1,1,1
1,2,361,1,1,1
1,3,195,1,1,1
1,4,272,1,1,1
1,3,402,1,1,1
1,5,80,1,1,1
1,2,93,1,1,1
1,3,346,1,1,1
0,5,93,1,1,1
0,2,479,1,1,1
0,5,178,1,1,1
0,3,270,1,1,1
0,7,191,1,1,1
1,3,403,1,1,1
0,4,324,1,1,1
1,4,173,1,1,1
0,4,260,1,1,1
1,2,287,1,1,1
0,5,171,1,1,1
1,2,349,1,1,1
1,2,13,1,1,0
0,4,416,1,1,1
1,2,307,1,1,1
0,5,102,1,1,1
0,2,298,1,1,1
1,4,319,1,1,1
1,2,92,1,1,0
1,2,185,1,1,1
0,3,356,1,1,1
1,5,417,1,1,1
0,2,279,1,1,1
1,4,16,1,0,0
1,3,302,1,1,1
1,3,185,1,1,1
1,7,322,1,1,1
0,3,21,1,0,0
0,5,372,1,1,1
1,5,210,1,1,1
1,5,243,1,1,1
0,2,146,1,1,1
1,2,459,1,1,1
1,5,428,1,1,1
0,3,149,1,1,1
1,4,344,1,1,1
0,4,341,1,1,1
1,4,30,1,0,0
1,5,76,1,1,1
1,3,72,1,0,1
0,2,145,1,1,1
1,3,286,1,1,1
1,4,46,1,1,0
0,4,274,1,1,1
1,3,246,1,1,1
1,5,21,1,0,1
1,4,71,1,1,1
1,1,338,1,1,1
1,3,51,1,1,0
1,5,297,1,1,1
1,4,413,1,1,1
1,4,393,1,1,1
1,3,142,1,1,1
1,3,214,1,1,1
0,4,217,1,1,1
0,4,260,1,1,1
1,7,126,1,1,1
1,7,127,1,1,1
1,5,180,1,1,1
0,2,231,1,1,1
0,4,101,1,1,0
1,5,51,1,1,0
0,3,73,1,1,0
0,5,352,1,1,1
0,4,42,1,0,0
0,4,23,1,0,0
0,2,324,1,1,1
1,2,433,1,1,1
1,3,369,1,1,1
1,4,45,1,1,0
1,3,392,1,1,1
1,2,318,1,1,1
1,5,188,1,1,1
1,3,196,1,1,1
1,5,135,1,1,1
1,5,133,1,1,1
0,1,399,1,1,1
1,2,55,1,0,0
0,3,183,1,1,1
1,3,91,1,1,1
0,4,61,1,1,1
1,2,368,1,1,1
0,5,398,1,1,1
1,5,174,1,1,1
1,2,282,1,1,1
1,7,345,1,1,1
1,5,172,1,1,1
0,4,361,1,1,1
1,2,261,1,1,1
1,4,116,1,0,1
1,3,480,1,0,
0,4,222,1,1,1
1,4,412,1,1,1
1,4,426,1,1,1
1,2,209,1,1,1
0,2,375,1,1,1
0,3,147,1,1,1
1,3,289,1,1,1
0,3,401,1,1,1
1,5,318,1,1,1
1,5,16,1,0,0
0,4,284,1,1,1
1,4,199,1,1,1
0,3,101,1,1,1
1,4,51,1,1,1
0,3,387,1,1,1
1,3,347,1,1,1
0,5,432,1,1,1
0,4,324,1,1,1
1,2,97,1,1,1
0,4,52,1,1,1
0,7,360,1,1,1
0,2,284,1,1,1
1,4,114,1,1,1
1,4,344,1,1,1
0,3,114,1,1,1
1,4,242,1,1,1
0,3,96,1,0,1
1,7,353,1,1,1
1,2,423,1,1,1
0,4,261,1,1,1
1,4,449,1,1,1
1,5,106,1,1,1
1,4,85,1,1,1
0,4,120,1,1,1
1,3,465,1,1,1
0,4,70,1,1,0
0,5,154,1,1,1
1,3,367,1,1,1
0,4,64,1,1,0
1,2,441,1,1,1
1,3,142,1,1,1
1,1,358,1,1,1
1,4,280,1,1,1
1,5,427,1,1,1
0,1,214,1,1,1
1,1,28,1,0,0
1,4,345,1,1,1
1,3,27,1,1,0
1,4,140,1,1,1
0,2,244,1,1,1
1,5,316,1,1,1
1,4,429,1,1,1
1,4,119,1,1,1
0,2,391,1,1,1
1,4,424,1,1,1
1,5,37,1,1,0
1,2,332,1,1,1
1,2,441,1,1,1
1,5,32,1,0,1
1,4,445,1,1,1
1,2,470,1,1,1
1,7,66,1,0,1
0,3,156,1,1,1
0,2,167,1,1,1
0,4,439,1,1,1
0,5,196,1,1,1
0,3,238,1,1,1
1,2,311,1,1,1
0,2,328,1,1,1
1,3,103,1,1,0
1,2,372,1,1,1
1,5,309,1,1,1
1,3,363,1,1,1
1,3,131,1,1,1
0,2,213,1,1,1
0,5,14,1,0,0
0,5,84,1,0,1
1,4,80,1,1,1
1,3,385,1,1,1
1,3,111,1,1,1
1,5,162,1,1,0
1,3,397,1,1,1
0,4,168,1,1,1
0,4,133,1,1,1
1,2,49,1,1,0
1,5,277,1,1,1
1,4,122,1,1,1
1,1,32,1,0,1
1,3,412,1,1,1
1,4,255,1,1,1
0,4,435,1,1,1
0,4,468,1,1,1
1,4,40,1,0,0
1,2,321,1,1,1
1,5,454,1,1,1
1,2,125,1,1,0
0,3,60,1,1,0
0,1,349,1,1,1
0,5,178,1,1,1
1,3,248,1,1,1
0,4,412,1,1,1
1,3,103,1,1,1
1,2,320,1,1,1
0,1,352,1,1,1
1,3,72,1,1,1
1,3,122,1,1,1
0,2,101,1,1,1
1,2,165,1,1,1
0,2,425,1,1,1
0,3,338,1,1,1
1,3,125,1,1,1
0,2,214,1,1,1
1,2,377,1,1,1
0,5,184,1,1,1
1,7,413,1,1,1
0,5,376,1,1,1
1,3,445,1,1,1
0,4,175,1,1,1
0,3,405,1,1,1
1,2,135,1,1,1
1,3,289,1,1,1
1,3,54,1,0,1
1,4,475,1,0,1
0,4,380,1,1,1
0,1,393,1,1,1
1,4,295,1,1,1
1,2,152,1,1,1
0,3,324,1,1,1
1,3,389,1,1,1
0,3,347,1,1,1
0,3,350,1,1,1
1,5,323,1,1,1
1,5,132,1,1,1
1,5,236,1,1,1
1,2,58,1,1,1
1,3,472,1,1,1
0,2,283,1,1,1
1,2,125,1,1,1
0,5,341,1,1,1
0,2,429,1,1,1
1,2,430,1,1,1
1,5,246,1,1,1
0,3,149,1,1,0
0,5,67,1,0,1
1,7,355,1,1,1
1,2,438,1,1,1
0,1,175,1,1,1
1,2,154,1,1,1
1,2,153,1,1,1
1,3,232,1,1,1
1,2,183,1,1,1
1,2,268,1,1,1
1,4,161,1,1,1
1,2,128,1,1,1
1,5,339,1,1,1
1,5,249,1,1,1
0,5,394,1,1,1
0,5,280,1,1,1
0,4,151,1,1,1
1,5,297,1,1,1
1,2,393,1,1,1
1,4,156,1,1,1
1,5,389,1,1,1
0,2,375,1,1,1
1,5,394,1,1,1
1,4,382,1,1,1
1,4,345,1,1,1
0,3,435,1,1,1
1,4,440,1,1,1
1,4,96,1,1,1
0,4,452,1,1,1
1,2,219,1,1,1
1,5,132,1,1,1
1,3,448,1,1,1
0,2,378,1,1,1
1,5,116,1,1,1
0,7,135,1,1,1
1,4,458,1,1,1
1,7,349,1,1,1
0,5,135,1,1,0
1,4,345,1,1,1
1,7,203,1,1,1
1,7,291,1,1,1
1,3,98,1,1,1
1,5,435,1,1,1
1,4,70,1,1,0
1,5,61,1,0,1
1,2,339,1,1,1
0,5,389,1,1,1
0,7,33,1,1,0
0,5,309,1,1,1
1,7,75,1,1,1
1,2,407,1,1,1
0,2,147,1,1,1
1,7,117,1,1,1
1,5,167,1,1,1
1,1,385,1,1,1
1,4,236,1,1,1
0,4,469,1,1,1
1,4,116,1,1,1
0,3,304,1,1,1
0,5,392,1,1,1
1,2,16,1,0,0
1,4,177,1,1,1
0,3,362,1,1,1
0,7,415,1,1,1
0,2,414,1,1,1
1,2,28,1,1,0
1,5,193,1,1,1
0,5,167,1,1,1
0,4,330,1,1,1
1,3,383,1,1,1
1,7,205,1,1,1
1,4,452,1,1,1
1,2,224,1,1,1
1,4,465,1,1,1
1,4,96,1,1,1
0,5,109,1,1,1
0,7,180,1,1,1
1,5,463,1,1,1
1,3,253,1,1,1
0,3,14,1,0,0
1,3,450,1,1,1
0,3,380,1,1,1
0,2,379,1,1,1
1,4,104,1,1,0
1,4,148,1,1,1
1,3,129,1,1,1
0,2,142,1,1,1
0,5,114,1,1,1
1,2,293,1,1,1
0,4,277,1,1,1
0,4,469,1,1,1
1,2,266,1,1,1
0,5,240,1,1,1
1,5,322,1,1,1
1,4,21,1,1,0
1,3,150,1,1,1
1,4,394,1,1,1
1,2,377,1,1,1
0,5,304,1,1,1
1,2,122,1,1,1
1,2,343,1,1,1
1,4,465,1,1,1
0,2,64,1,0,1
0,5,385,1,1,1
1,2,365,1,1,1
1,2,115,1,1,1
0,3,247,1,1,1
1,3,181,1,1,1
1,3,446,1,1,1
0,3,160,1,1,1
0,5,87,1,1,1
1,3,397,1,1,1
1,4,88,1,1,1
1,5,143,1,1,1
0,4,100,1,1,0
1,5,478,1,0,
1,4,147,1,1,1
0,5,453,1,1,1
0,5,274,1,1,1
0,3,103,1,1,1
0,1,84,1,1,0
0,1,41,1,0,0
1,4,24,1,0,1
0,2,379,1,1,1
0,2,193,1,1,1
1,2,170,1,1,1
1,2,319,1,1,1
0,4,162,1,1,1
1,1,171,1,1,1
1,2,32,1,0,0
0,5,156,1,1,1
1,2,340,1,1,1
0,5,37,1,0,0
0,4,157,1,1,1
0,3,152,1,1,1
0,5,396,1,1,1
0,4,472,1,1,1
0,1,380,1,1,1
0,4,370,1,1,1
1,3,86,1,1,1
1,3,313,1,1,1
1,5,333,1,1,1
0,2,51,1,1,1
1,1,192,1,1,1
0,5,447,1,1,1
0,3,445,1,1,1
0,3,98,1,0,1
1,1,218,1,1,1
0,4,98,1,1,1
1,4,284,1,1,1
1,4,398,1,1,1
1,3,21,1,0,1
1,5,292,1,1,1
1,3,248,1,1,1
0,5,313,1,1,1
0,2,111,1,1,1
1,2,201,1,1,1
1,5,448,1,1,1
1,4,177,1,1,1
0,4,360,1,1,1
1,3,95,1,1,1
1,7,129,1,1,1
1,2,193,1,1,1
1,5,270,1,1,1
1,7,454,1,1,1
1,4,216,1,1,1
1,3,384,1,1,1
1,2,149,1,1,1
1,4,406,1,1,1
0,5,136,1,1,1
1,2,283,1,1,1
1,4,397,1,1,1
1,2,212,1,1,1
0,4,152,1,1,1
1,2,332,1,1,1
1,2,199,1,1,1
1,5,175,1,1,1
1,5,431,1,1,1
0,4,357,1,1,1
1,5,456,1,1,1
0,5,96,1,1,1
1,4,303,1,1,1
0,4,91,1,1,1
1,5,436,1,1,1
1,5,16,1,0,0
1,2,48,1,0,0
0,1,302,1,1,1
0,5,471,1,1,1
1,7,273,1,1,1
1,3,49,1,0,1
1,5,116,1,1,1
0,4,410,1,1,1
0,2,300,1,1,1
1,5,408,1,1,1
1,2,237,1,1,1
0,4,61,1,0,1
1,2,159,1,1,1
1,3,357,1,1,1
1,4,290,1,1,1
1,4,125,1,1,1
0,3,49,1,0,0
1,4,146,1,1,1
1,2,343,1,1,1
1,5,263,1,1,1
1,5,32,1,1,0
0,5,121,1,1,1
1,2,133,1,1,1
1,3,256,1,1,1
1,3,171,1,1,1
0,5,343,1,1,1
0,2,300,1,1,1
0,4,173,1,1,1
1,7,49,1,1,1
1,4,97,1,1,1
0,3,60,1,1,1
1,3,454,1,1,1
0,3,133,1,1,1
1,2,144,1,1,1
1,3,314,1,1,1
1,4,156,1,1,1
1,2,65,1,1,0
1,2,78,1,1,1
0,1,59,1,0,0
1,3,320,1,1,1
1,2,250,1,1,1
0,4,96,1,1,1
1,2,415,1,1,1
1,4,165,1,1,1
1,4,96,1,0,1
0,4,154,1,0,1
0,4,45,1,0,0
1,4,321,1,1,1
0,4,50,1,1,1
1,3,174,1,1,1
1,3,31,1,0,0
0,4,149,1,1,1
1,3,176,1,1,1
1,2,333,1,1,1
0,5,21,1,0,0
1,3,161,1,1,1
0,1,13,1,0,0
0,3,330,1,1,1
1,5,234,1,1,1
0,4,270,1,1,1
0,5,416,1,1,1
1,3,65,1,0,1
1,5,147,1,1,1
1,5,108,1,0,1
0,1,277,1,1,1
1,2,106,1,1,1
0,2,280,1,1,1
1,7,79,1,0,1
1,1,188,1,1,1
0,3,154,1,1,1
0,4,428,1,1,1
1,5,79,1,1,1
1,4,83,1,1,1
0,3,479,1,0,1
0,5,159,1,1,1
1,5,361,1,1,1
0,3,108,1,1,1
0,5,165,1,1,1
0,2,93,1,1,1
1,5,177,1,1,1
1,4,183,1,1,1
1,5,62,1,1,0
1,3,276,1,1,1
0,1,132,1,1,1
0,3,397,1,1,1
1,5,410,1,1,1
0,3,71,1,0,1
1,4,297,1,1,1
1,3,154,1,1,1
1,3,200,1,1,1
1,3,243,1,1,1
1,1,172,1,1,1
1,1,255,1,1,1
1,4,133,1,1,1
1,4,80,1,1,0
0,1,242,1,1,1
1,5,182,1,1,1
0,2,64,1,1,1
1,4,289,1,1,1
0,5,62,1,0,0
0,4,279,1,1,1
1,3,458,1,1,1
1,3,28,1,1,0
0,7,197,1,1,1
1,3,352,1,1,1
1,4,152,1,1,1
0,5,227,1,1,1
1,2,419,1,1,1
1,1,230,1,1,1
0,4,294,1,1,1
1,4,309,1,1,1
0,7,439,1,1,1
0,3,173,1,1,1
0,4,427,1,1,1
0,2,58,1,1,1
1,3,60,1,0,1
1,4,319,1,1,1
1,5,451,1,1,1
1,4,215,1,1,1
1,4,418,1,1,1
1,5,157,1,1,1
0,4,149,1,1,1
